energy,sink_distance,neighbors,coverage_contribution,overlap_ratio,node_density,label
1.178392730173686,56.343141105335384,8.0,0.0,1.0,0.6366197723675814,0
0.48719342440344315,134.7597637034977,11.0,0.0,1.0,0.8753521870054244,0
1.0213380140918504,77.26724869043952,8.0,0.0,1.0,0.6366197723675814,0
1.463891822594393,149.3976049389246,6.0,0.2777777777777778,0.7222222222222222,0.477464829275686,1
0.5181899606485207,132.98829554931407,10.0,0.30864197530864196,0.691358024691358,0.7957747154594768,1
0.9297077179586853,123.69597074697226,8.0,0.02531645569620253,0.9746835443037974,0.6366197723675814,0
1.0342234736668554,121.06851250403578,10.0,0.06329113924050633,0.9367088607594937,0.7957747154594768,0
0.7396342119524301,126.05075273752557,7.0,0.0,1.0,0.5570423008216338,0
0.5396085385900317,71.61726415167601,10.0,0.21794871794871795,0.782051282051282,0.7957747154594768,1
0.35574049526399726,90.76970497092205,6.0,0.0,1.0,0.477464829275686,0
0.37806191158233543,133.38185786934991,11.0,0.0,1.0,0.8753521870054244,0
1.2700768177397532,69.78877772473469,7.0,0.0,1.0,0.5570423008216338,0
1.1210796318145881,141.58740336032585,11.0,0.0,1.0,0.8753521870054244,0
0.8942122921335242,137.9260798484203,14.0,0.013157894736842105,0.9868421052631579,1.1140846016432675,0
0.6105359779200202,75.21279390300862,6.0,0.16129032258064516,0.8387096774193549,0.477464829275686,1
0.9240816254133729,119.93515162787855,13.0,0.02531645569620253,0.9746835443037974,1.0345071300973196,0
1.4635015533174702,131.5974792063809,12.0,0.0379746835443038,0.9620253164556962,0.954929658551372,0
1.3737928205131786,62.438730528280495,11.0,0.16901408450704225,0.8309859154929577,0.8753521870054244,1
0.4061910024623034,58.635638137681866,10.0,0.02666666666666667,0.9733333333333334,0.7957747154594768,0
0.6903963969159171,148.61998724510238,10.0,0.0,1.0,0.7957747154594768,0
1.2944850109823152,123.36838928809206,11.0,0.0,1.0,0.8753521870054244,0
0.9512352997898981,122.74527604288893,10.0,0.025974025974025976,0.974025974025974,0.7957747154594768,0
0.38946077241572497,78.47703268337513,13.0,0.0,1.0,1.0345071300973196,0
0.5384588178410069,87.56063983596235,9.0,0.3076923076923077,0.6923076923076923,0.716197243913529,1
1.1482288126171405,84.44533335756455,8.0,0.0,1.0,0.6366197723675814,0
0.3888535820809084,76.3865950696439,15.0,0.0,1.0,1.1936620731892151,0
1.335724111050712,139.13484144441867,13.0,0.0,1.0,1.0345071300973196,0
0.3762700203432284,117.55857503273087,10.0,0.05063291139240506,0.9493670886075949,0.7957747154594768,0
1.1755274140056768,118.99251697262778,10.0,0.024691358024691357,0.9753086419753086,0.7957747154594768,0
0.8666579101943391,62.803684667897286,12.0,0.0,1.0,0.954929658551372,0
1.2129420583402768,87.38949036097188,11.0,0.0,1.0,0.8753521870054244,0
0.8925547156372688,73.16035454024102,9.0,0.0125,0.9875,0.716197243913529,0
0.3305029520929142,107.26998875897806,8.0,0.0,1.0,0.6366197723675814,0
1.0636924935165364,152.00162399389276,6.0,0.2833333333333333,0.7166666666666667,0.477464829275686,1
1.3890797687113117,100.86603869389181,7.0,0.012345679012345678,0.9876543209876543,0.5570423008216338,0
1.2066613662516583,111.80875461150252,12.0,0.025,0.975,0.954929658551372,0
0.6477017434965217,144.86326698206068,11.0,0.0,1.0,0.8753521870054244,0
1.2697444554773003,66.33368555669182,7.0,0.05333333333333334,0.9466666666666667,0.5570423008216338,0
1.2644064922789373,64.25405449761631,14.0,0.0,1.0,1.1140846016432675,0
0.9472106902987808,68.35370496924084,12.0,0.07407407407407407,0.9259259259259259,0.954929658551372,0
0.6816041699662366,67.76615431285732,12.0,0.0,1.0,0.954929658551372,0
0.8125293463515075,133.04918084158822,8.0,0.0641025641025641,0.9358974358974359,0.6366197723675814,0
0.3083425566374288,71.40019457456071,13.0,0.0,1.0,1.0345071300973196,0
0.5665293725648762,108.26423419652617,8.0,0.0379746835443038,0.9620253164556962,0.6366197723675814,0
1.431491644695023,122.29639523319456,9.0,0.0,1.0,0.716197243913529,0
1.1436227506742134,99.70100537230444,8.0,0.03896103896103896,0.961038961038961,0.6366197723675814,0
1.4549367539305333,54.55373987930025,7.0,0.0,1.0,0.5570423008216338,0
0.6610539717801236,103.30162571812606,7.0,0.0,1.0,0.5570423008216338,0
1.0314772007758761,147.88486797780462,10.0,0.0,1.0,0.7957747154594768,0
0.6343757570839337,144.8523726159068,12.0,0.058823529411764705,0.9411764705882353,0.954929658551372,0
0.4738738465094677,132.49095294031036,6.0,0.08974358974358974,0.9102564102564102,0.477464829275686,0
0.5904663258138004,51.44576752487942,8.0,0.0,1.0,0.6366197723675814,0
0.5851650527908796,75.81795560076996,11.0,0.02531645569620253,0.9746835443037974,0.8753521870054244,0
1.0587669967122952,115.4988197484614,9.0,0.0759493670886076,0.9240506329113924,0.716197243913529,0
0.40834772406528996,97.34272666856111,8.0,0.6329113924050633,0.3670886075949367,0.6366197723675814,1
0.5238222124798251,122.59638733325033,8.0,0.012987012987012988,0.987012987012987,0.6366197723675814,0
1.113077234210739,101.85102411654898,6.0,0.0,1.0,0.477464829275686,0
0.5717949302375255,109.98397395080575,5.0,0.0,1.0,0.3978873577297384,0
1.129125285722959,133.35589614352432,12.0,0.08860759493670886,0.9113924050632911,0.954929658551372,0
0.4650251329751919,57.45450264045268,8.0,0.0,1.0,0.6366197723675814,0
1.4096323419342753,139.56058114917158,13.0,0.0,1.0,1.0345071300973196,0
1.0919808552410148,129.81117008073127,7.0,0.0,1.0,0.5570423008216338,0
0.9355806940272078,99.66320437868808,7.0,0.23076923076923078,0.7692307692307693,0.5570423008216338,1
1.376658909543992,143.03845852318062,11.0,0.038461538461538464,0.9615384615384616,0.8753521870054244,0
0.7068357492584408,95.49071702967719,9.0,0.012987012987012988,0.987012987012987,0.716197243913529,0
1.3765323119430926,78.85951835141569,6.0,0.075,0.925,0.477464829275686,0
1.0704379753851452,81.75665901345343,14.0,0.0,1.0,1.1140846016432675,0
1.3782650262324951,140.1491087253271,8.0,0.1794871794871795,0.8205128205128205,0.6366197723675814,1
0.4217658514392385,149.45971282083258,8.0,0.0,1.0,0.6366197723675814,0
